CIK,average_gross_margin_pre,average_net_margin_pre,average_operating_margin_pre,average_revenue_growth_pre,baseline_assets,baseline_market_cap_if_available,baseline_revenue,bnpl_control_status,broad_bnpl_category,cash_to_assets_pre,category_confidence,company_name,control_id,detailed_bnpl_category,exchange,expanded_control_sample,gross_margin_pretrend,leverage_pre,log_assets_2019,log_revenue_2019,manual_review_required,match_distance,match_quality,match_rank,matched_treated_CIK,matched_treated_company,operating_margin_pretrend,preferred_control_sample,revenue_pretrend,sic_code,sic_description,size_bucket,ticker
0001653653,,0.038196218989745116,0.1762068871108421,0.08852868412071005,4114187000.0,,1856534000.0,NO_BNPL_EVIDENCE,Entertainment,0.031314813838068126,LOW,"Red Rock Resorts, Inc.",CONTROL_0054,Gaming & Entertainment,Nasdaq,True,,0.8097808874511537,22.137707081689605,21.34197714544549,True,3.4,REVIEW,1,0001858985,On Holding AG,-0.007604852172657501,True,0.020385980579403974,7011,Hotels & Motels,Small-scale revenue proxy,RRR
0001507079,0.41527106796597907,0.07108713008379584,0.0799386613362113,0.2182957265512062,2324309000.0,,2045456000.0,NO_BNPL_EVIDENCE,Home & Appliances,,HIGH,"Floor & Decor Holdings, Inc.",CONTROL_0055,Home Improvement,NYSE,True,0.0012248478241354875,0.6711555993630796,21.566688627510704,21.438886584469273,True,1.0871964088762889,LOW,1,0001050797,COLUMBIA SPORTSWEAR CO,-0.0012752154380400375,True,0.04834538446112862,5211,Retail-Lumber & Other Building Materials Dealers,Mid-scale revenue proxy,FND
0000040211,,0.22334300384402503,,-0.005910976381338344,8285100000.0,,1393800000.0,NO_BNPL_EVIDENCE,Sports & Leisure,0.018225489131090754,MEDIUM,GATX CORP,CONTROL_0056,Sports & Outdoor,NYSE,True,,0.7785059926856647,22.83772455775813,21.055299666968693,False,0.553326961683958,HIGH,1,0000793952,"HARLEY-DAVIDSON, INC.",,True,-0.0014080922606406752,4700,Transportation Services,Small-scale revenue proxy,GATX
0001012019,0.2165103760681454,0.03597019285814106,0.041945307263658534,0.3221042079824854,3407329000.0,,5562298000.0,NO_BNPL_EVIDENCE,Automotive,0.05330274828171861,HIGH,RUSH ENTERPRISES INC \TX\,CONTROL_0057,Automotive,Nasdaq,True,-0.00407857269382199,,21.949194536856805,22.439277169172637,True,1.191087168165296,LOW,1,0001616707,Wayfair Inc.,0.0005138405393381975,True,0.03914286821132784,5500,Retail-Auto Dealers & Gasoline Stations,Mid-scale revenue proxy,RUSHA
0000003453,,0.06846527941002,0.06879896821914407,0.048285061234616365,2845400000.0,,2203100000.0,NO_BNPL_EVIDENCE,Entertainment,0.0074506220566528435,LOW,"Matson, Inc.",CONTROL_0058,Gaming & Entertainment,NYSE,True,,,21.76896949218134,21.513131296382795,True,0.9483196109055633,LOW,1,0001368458,"Sally Beauty Holdings, Inc.",-0.0021926669319843753,True,0.013194382940170812,4400,Water Transportation,Mid-scale revenue proxy,MATX
0001041803,,0.02577896395950832,0.04071585332285972,0.02070722979769328,1296411000.0,,3091648000.0,NO_BNPL_EVIDENCE,Apparel & Personal Care,0.07918245062715451,LOW,PRICESMART INC,CONTROL_0059,Clothing & Accessories,Nasdaq,True,,0.3842392574577044,20.98286551423115,21.851970119017725,True,0.2759220459509132,HIGH,1,0000883569,"Fossil Group, Inc.",-0.0010467834140937872,True,0.005673078354172353,5331,Retail-Variety Stores,Mid-scale revenue proxy,PSMT
0001735707,0.22723362433236596,0.3508309908534795,,-0.003826530612244916,2275000000.0,,2418000000.0,NO_BNPL_EVIDENCE,Automotive,0.08219780219780219,MEDIUM,Garrett Motion Inc.,CONTROL_0060,Automotive,Nasdaq,True,,1.9375824175824177,21.545245889349324,21.606206589139013,True,3.4,REVIEW,1,0001866757,"Brilliant Earth Group, Inc.",,True,,3714,Motor Vehicle Parts & Accessories,Mid-scale revenue proxy,GTX
0001722684,,0.08288201659443364,0.15043304676336056,0.1589237215339325,4533000000.0,,2053000000.0,NO_BNPL_EVIDENCE,Entertainment,0.020736818883741452,LOW,"WYNDHAM HOTELS & RESORTS, INC.",CONTROL_0061,Gaming & Entertainment,NYSE,False,,0.7326273990734613,22.23464980890512,21.44256797498321,True,3.4,REVIEW,1,0001977102,Birkenstock Holding plc,0.003841344840169437,True,0.049826489084452745,7011,Hotels & Motels,Mid-scale revenue proxy,WH
0000766421,,0.09413400555811352,0.12336847786371644,0.1628373068295709,12993000000.0,,8781000000.0,NO_BNPL_EVIDENCE,Entertainment,0.017009158777803433,LOW,"ALASKA AIR GROUP, INC.",CONTROL_0062,Gaming & Entertainment,NYSE,True,,,23.28767658784701,22.89585613332427,True,0.3678359352997119,HIGH,1,0000884887,ROYAL CARIBBEAN CRUISES LTD,-0.008816244049026426,True,0.03331440599973127,4512,"Air Transportation, Scheduled",Mid-scale revenue proxy,ALK
0001046311,,0.17100389710830294,0.28484703685889795,0.0638263413004545,1386672000.0,,1114820000.0,NO_BNPL_EVIDENCE,Entertainment,,LOW,CHOICE HOTELS INTERNATIONAL INC /DE,CONTROL_0063,Gaming & Entertainment,NYSE,True,,1.0169549828654505,21.050172468697923,20.831958793848887,True,0.9990603431653018,LOW,1,0001334036,"Crocs, Inc.",0.002959378920009997,True,0.01882216543952956,7011,Hotels & Motels,Small-scale revenue proxy,CHH
0001760965,0.3939434299280692,0.03821371067099846,0.06624236253381535,,1517156000.0,,2548839000.0,NO_BNPL_EVIDENCE,Apparel & Personal Care,0.07040014342625281,MEDIUM,"Kontoor Brands, Inc.",CONTROL_0064,Clothing & Accessories,NYSE,True,,0.9543507721025393,21.140103366567555,21.658903798321262,True,0.1208648940945472,HIGH,1,0000110471,WOLVERINE WORLD WIDE INC /DE/,,True,,2320,"Men's & Boys' Furnishgs, Work Clothg, & Allied Garments",Mid-scale revenue proxy,KTB
0001610250,0.3094677863094664,0.04147474618050714,0.0700595149929621,0.10658428447760934,636075000.0,,776854000.0,NO_BNPL_EVIDENCE,Apparel & Personal Care,0.02611956137247966,HIGH,"Boot Barn Holdings, Inc.",CONTROL_0065,Clothing & Accessories,NYSE,True,0.0024363963181367695,0.5846967731792635,20.270827038880146,20.470762988488193,False,0.7862541506475225,HIGH,1,0000912615,URBAN OUTFITTERS INC,0.0038260172547278284,True,0.03312469574325037,5661,Retail-Shoe Stores,Small-scale revenue proxy,BOOT
0001639300,0.3993307097366239,0.10505088619835845,0.1235949335801843,0.16823327487554854,1596247000.0,,1408199000.0,NO_BNPL_EVIDENCE,Apparel & Personal Care,0.05635092814583207,LOW,"Ollie's Bargain Outlet Holdings, Inc.",CONTROL_0066,Clothing & Accessories,Nasdaq,True,-0.0003123957587316409,0.33664088327182445,21.190921085904403,21.06557741992265,True,0.8324392072483514,HIGH,1,0000885639,KOHLS Corp,0.001952792521047265,True,0.04477484624334724,5331,Retail-Variety Stores,Small-scale revenue proxy,OLLI
0001637207,0.72390131820893,0.13686714174458448,0.3387353778713617,0.23210063004747986,1717190000.0,,688803000.0,NO_BNPL_EVIDENCE,Entertainment,0.25405225979652807,MEDIUM,"Planet Fitness, Inc.",CONTROL_0067,Gaming & Entertainment,NYSE,True,0.0014242555866978853,,21.263955070864228,20.35046586646901,True,0.9306403198212179,LOW,1,0001370637,ETSY INC,0.005399140185012309,True,0.05989324534315512,7997,Services-Membership Sports & Recreation Clubs,Small-scale revenue proxy,PLNT
0000063276,0.38544260222214777,-0.16667563629227203,-0.08684642726610257,-0.06151618478158609,5325226000.0,,4504571000.0,NO_BNPL_EVIDENCE,Kids & Toys,0.11831009613488705,MEDIUM,MATTEL INC /DE/,CONTROL_0068,Toys & Hobbies,Nasdaq,True,-0.005731770859343053,,22.395720988955848,22.22835849594731,False,0.4544531004595855,HIGH,1,0000814453,NEWELL BRANDS INC.,-0.007124306860803952,True,-0.007682001640004784,3942,Dolls & Stuffed Toys,Mid-scale revenue proxy,MAT
0001646188,0.06472380023767718,-90.81039559250677,-79.82189272787114,26.6738544171855,4263516.0,,320383.0,NO_BNPL_EVIDENCE,Electronics & Technology,0.5049888401966828,LOW,Ondas Inc.,CONTROL_0069,Phones & Smartwatches,Nasdaq,True,0.1416570733539285,3.915490876544148,15.26560472994247,12.677272434092025,True,2.65,REVIEW,1,0001651562,"Coursera, Inc.",-24.76484412610162,True,0.5433947733676798,3663,Radio & Tv Broadcasting & Communications Equipment,Micro-scale revenue proxy,ONDS
0001385280,,0.06970843128964847,0.1166349187453836,0.04090477876713306,5828017000.0,,3283099000.0,NO_BNPL_EVIDENCE,Entertainment,0.08378716122482141,MEDIUM,"Cinemark Holdings, Inc.",CONTROL_0070,Gaming & Entertainment,NYSE,True,,,22.48594264222776,21.912053630356922,True,0.904048963639289,LOW,1,0001060822,CARTERS INC,-0.003303029327581756,True,0.009008762178640344,7830,Services-Motion Picture Theaters,Mid-scale revenue proxy,CNK
0001395942,,0.06959816321423465,0.09755337750211245,-0.24809855382967327,6581200000.0,,2781900000.0,NO_BNPL_EVIDENCE,Automotive,0.0771287911019267,HIGH,"OPENLANE, Inc.",CONTROL_0071,Automotive,NYSE,True,,,22.60748293647677,21.746399984438565,True,1.1123328280953653,LOW,1,0001116132,"TAPESTRY, INC.",,True,,5500,Retail-Auto Dealers & Gasoline Stations,Mid-scale revenue proxy,OPLN
0000868780,0.37450364561545335,0.11328132760604444,0.1592368895602603,0.05028530664812634,1041072000.0,,991329000.0,NO_BNPL_EVIDENCE,Automotive,0.06565636190388369,MEDIUM,"Dorman Products, Inc.",CONTROL_0072,Automotive,Nasdaq,True,-0.0023054647008373887,,20.763516788452634,20.714557025089494,True,0.8972720195636761,LOW,1,0001318008,Zumiez Inc,-0.0041911718894211,True,0.013955619284281904,3714,Motor Vehicle Parts & Accessories,Small-scale revenue proxy,DORM
0000932696,0.14163733181968777,0.019142570200172234,0.03024130736416913,0.12693981305817076,4178179000.0,,7731190000.0,NO_BNPL_EVIDENCE,Apparel & Personal Care,0.027444491966476303,LOW,INSIGHT ENTERPRISES INC,CONTROL_0073,Clothing & Accessories,Nasdaq,True,0.0007276265163037051,0.7222909789168918,22.153141342628803,22.76852863336356,True,0.4811133014025049,HIGH,1,0000701985,"Bath & Body Works, Inc.",0.0005698411376056016,True,0.025344043593433074,5961,Retail-Catalog & Mail-Order Houses,Mid-scale revenue proxy,NSIT
0000913241,0.3745976348206859,0.07991910315530262,0.10820063672067355,0.08872888776812606,1278647000.0,,1353222000.0,NO_BNPL_EVIDENCE,Apparel & Personal Care,0.20654723313001946,MEDIUM,"STEVEN MADDEN, LTD.",CONTROL_0074,Clothing & Accessories,Nasdaq,True,0.001407019569723311,0.3420983273726056,20.969068324576416,21.025754252498057,False,0.3282733264536192,HIGH,1,0000885245,BUCKLE INC,-0.0005024668049110656,True,0.01872556659873959,3140,"Footwear, (No Rubber)",Small-scale revenue proxy,SHOO
0000837465,0.4567514490715141,0.05288277190685127,0.0838349950201111,0.2549736905501007,1960548000.0,,1701063000.0,NO_BNPL_EVIDENCE,Kids & Toys,0.054406217037277334,MEDIUM,Callaway Golf Co,CONTROL_0075,Toys & Hobbies,NYSE,True,0.0015382733201497372,,21.396489862947057,21.25451918671132,False,0.49344421041691217,HIGH,1,0000866729,SCHOLASTIC CORP,0.002299662979234048,True,0.04147223348789544,3949,"Sporting & Athletic Goods, NEC",Small-scale revenue proxy,CALY
0001031203,0.1493108176216089,0.016127932825371626,0.030572013946649376,0.03638308777338889,5570200000.0,,12043800000.0,NO_BNPL_EVIDENCE,Automotive,0.004272737065096406,HIGH,GROUP 1 AUTOMOTIVE INC,CONTROL_0076,Automotive,NYSE,True,0.0003273599185739379,,22.440696796883703,23.21181584164921,True,0.8154218779666274,LOW,1,0001531152,"BJ's Wholesale Club Holdings, Inc.",8.633792460700977e-05,True,0.009142018226777685,5500,Retail-Auto Dealers & Gasoline Stations,Large-scale revenue proxy,GPI
0001587523,0.3846116026734274,0.0616572754188893,0.07500107155013977,-0.03945104687173173,1654600000.0,,854800000.0,NO_BNPL_EVIDENCE,Electronics & Technology,0.047383053305934966,MEDIUM,Knowles Corp,CONTROL_0077,TV & Audio,NYSE,True,0.00855172185802144,,21.226825124720357,20.566378081409265,True,2.65,REVIEW,1,0001828962,"Cricut, Inc.",0.01579232731168084,True,-0.012066071658609368,3651,Household Audio & Video Equipment,Small-scale revenue proxy,KN
0000048287,0.36531359853596745,0.04105257289917241,0.04842095408426703,-0.0009730507949489986,1452512000.0,,2246947000.0,NO_BNPL_EVIDENCE,Home & Appliances,0.03585030622810689,MEDIUM,HNI CORP,CONTROL_0078,Home & Appliances,NYSE,True,-1.3505518972668119e-05,,21.096560308274114,21.53283824286653,True,2.65,REVIEW,1,0001875444,"Arhaus, Inc.",-0.00025928858749916676,True,0.00131661402860555,2522,Office Furniture (No Wood),Mid-scale revenue proxy,HNI
0001617406,,0.44064034431555826,0.15594512816533912,-0.016591301343030423,11290000000.0,,2844000000.0,NO_BNPL_EVIDENCE,Entertainment,0.030646589902568643,LOW,Park Hotels & Resorts Inc.,CONTROL_0079,Gaming & Entertainment,NYSE,True,,0.42860938883968114,23.147183215107983,21.768477348887405,True,0.9939625884840733,LOW,1,0001254699,QVC INC,-0.0005692903272691067,True,0.004163496075826255,7011,Hotels & Motels,Mid-scale revenue proxy,PK
0000069891,0.3893698126438814,0.13906862642806703,,0.14286022260694803,452193000.0,,1014105000.0,NO_BNPL_EVIDENCE,Automotive,0.34542772665653826,MEDIUM,NATIONAL BEVERAGE CORP,CONTROL_0080,Automotive,Nasdaq,True,0.0036437068191578757,,19.929619637812166,20.7372722870503,True,1.413633956837043,LOW,1,0001523836,"LightInTheBox Holding Co., Ltd.",,True,0.032861127632077866,2086,Bottled & Canned Soft Drinks & Carbonated Waters,Small-scale revenue proxy,FIZZ
0000940942,0.13450050854758913,0.04307691260037275,0.03843372053305485,-0.1200646607704422,1991574000.0,,3668117000.0,NO_BNPL_EVIDENCE,Sports & Leisure,0.08472143139044795,MEDIUM,"Hub Group, Inc.",CONTROL_0081,Sports & Outdoor,Nasdaq,True,0.005809826071597377,,21.4121911178168,22.022944288323735,True,2.65,REVIEW,1,0001817358,"Academy Sports & Outdoors, Inc.",0.002771472925168592,True,-0.04069539651664054,4731,Arrangement of Transportation of Freight & Cargo,Mid-scale revenue proxy,HUBG
0001111335,0.13541464988175622,0.04319076369788938,,-0.019820126728046415,2271000000.0,,2945000000.0,NO_BNPL_EVIDENCE,Automotive,0.2051959489211801,MEDIUM,VISTEON CORP,CONTROL_0082,Automotive,Nasdaq,True,0.001209717908458589,,21.54348610006983,21.80337465404996,True,1.147655574236912,LOW,1,0001766502,"Chewy, Inc.",,True,-0.02285936344409754,3714,Motor Vehicle Parts & Accessories,Mid-scale revenue proxy,VC
0000921738,,0.061010541490691426,0.1443567494503624,0.23072648675500626,14194500000.0,,5301400000.0,NO_BNPL_EVIDENCE,Entertainment,0.030814752192750712,LOW,"PENN Entertainment, Inc.",CONTROL_0083,Gaming & Entertainment,Nasdaq,True,,0.8695339744267145,23.37612040258067,22.391236773566167,True,0.9568968301500395,LOW,1,0000908937,SIRIUS XM HOLDINGS INC.,-0.0036598971625941947,True,0.03490542370474958,7011,Hotels & Motels,Mid-scale revenue proxy,PENN
0001620533,,0.02260804092504763,0.0687457446980404,0.30683650931383216,968268000.0,,594519000.0,NO_BNPL_EVIDENCE,Entertainment,0.038314805405115115,LOW,Shake Shack Inc.,CONTROL_0084,Gaming & Entertainment,NYSE,True,,0.6674629338158444,20.691019466426464,20.203263233214354,True,0.8827595421858819,LOW,1,0001704711,"Funko, Inc.",0.0010831940410422974,True,0.07097332280781124,5810,Retail-Eating & Drinking Places,Small-scale revenue proxy,SHAK
0000854775,0.4756678002323801,0.027153622873210024,0.03175922398816244,0.07066563032734036,398698000.0,,254203000.0,NO_BNPL_EVIDENCE,Electronics & Technology,0.2327375607602747,MEDIUM,DIGI INTERNATIONAL INC,CONTROL_0085,Computers & Tablets,Nasdaq,True,-0.00026990505662583263,0.12470591776231633,19.80371479603602,19.35364371838091,True,1.11748872478407,LOW,1,0001495320,"Vera Bradley, Inc.",-0.002393126744294842,True,0.01165001172484908,3576,Computer Communications Equipment,Micro-scale revenue proxy,DGII
0000028823,0.2247641839833092,-0.081156917447499,-0.0325313280544994,0.21732827641770572,3790600000.0,,4408700000.0,NO_BNPL_EVIDENCE,Electronics & Technology,,MEDIUM,"DIEBOLD NIXDORF, Inc",CONTROL_0086,Computers & Tablets,NYSE,True,-0.0025446685831812888,,22.055790154856474,22.20684569836715,False,0.6604698224701714,HIGH,1,0000764478,BEST BUY CO INC,-0.0027456683103553622,True,0.04400244588727392,3578,Calculating & Accounting Machines (No Electronic Computers),Mid-scale revenue proxy,DBD
0001024305,0.6119415882622331,-0.1662677115564625,-0.14164575569859414,0.34209315761144055,17665400000.0,,8648500000.0,NO_BNPL_EVIDENCE,Apparel & Personal Care,0.019269306101192162,HIGH,COTY INC.,CONTROL_0087,Health & Beauty,NYSE,True,0.001201618007044994,0.7144021646835056,23.594873761146783,22.880651732448253,False,0.7953627440800766,HIGH,1,0000794367,"Macy's, Inc.",-0.030863154846081403,True,0.05957981110950268,2844,"Perfumes, Cosmetics & Other Toilet Preparations",Mid-scale revenue proxy,COTY
0001589526,0.12529180729144834,0.016872846201383736,0.0345830203166381,0.036225302370580366,365413000.0,,1018874000.0,NO_BNPL_EVIDENCE,Automotive,0.19418849356755233,MEDIUM,Blue Bird Corp,CONTROL_0088,Automotive,Nasdaq,True,-0.0006816770843713892,,19.71653877872469,20.741963932903747,True,1.1251290406107348,LOW,1,0001762301,Fiverr International Ltd.,0.0019696988545972807,True,0.020016263473630145,3713,Truck & Bus Bodies,Small-scale revenue proxy,BLBD
0000078814,,0.07778175556187239,,0.030148410151336697,5466900000.0,,3205125000.0,NO_BNPL_EVIDENCE,Electronics & Technology,0.16909802630375534,MEDIUM,PITNEY BOWES INC /DE/,CONTROL_0089,Computers & Tablets,NYSE,True,,0.9476675995536776,22.421977565124394,21.888016928118567,False,0.16979760477904568,HIGH,1,0000769397,"Autodesk, Inc.",,True,-0.014134563722360096,3579,"Office Machines, NEC",Mid-scale revenue proxy,PBI
0001158463,,0.039836798388082566,0.05935862253598232,0.06532480038352806,11918000000.0,,8094000000.0,NO_BNPL_EVIDENCE,Entertainment,0.08046652122839403,LOW,JETBLUE AIRWAYS CORP,CONTROL_0090,Gaming & Entertainment,Nasdaq,True,,,23.2013156992712,22.814388883400085,True,1.059870323136872,LOW,1,0001001250,ESTEE LAUDER COMPANIES INC,0.035467804553172874,True,0.014138758620833062,4512,"Air Transportation, Scheduled",Mid-scale revenue proxy,JBLU
0000907242,0.1677422096555074,0.13418124396814926,,0.037269829035931956,610878000.0,,249166000.0,NO_BNPL_EVIDENCE,Entertainment,,LOW,MONARCH CASINO & RESORT INC,CONTROL_0091,Gaming & Entertainment,Nasdaq,True,-0.004262308378067052,0.44145803253677496,20.23040782453087,19.33362989897214,True,0.9643607520575815,LOW,1,0001690511,Canada Goose Holdings Inc.,,True,0.01247290791835067,7011,Hotels & Motels,Micro-scale revenue proxy,MCRI
0001530721,0.601699739686059,0.11571720977345407,0.1477426531005773,0.04209659179714855,6650000000.0,,5238000000.0,NO_BNPL_EVIDENCE,Apparel & Personal Care,0.025864661654135337,MEDIUM,Capri Holdings Ltd,CONTROL_0092,Clothing & Accessories,NYSE,True,0.0009128666921960149,0.6336842105263157,22.617882691614174,22.379205583031933,False,0.4199624537149167,HIGH,1,0000103379,V F CORP,-0.009307186961166133,True,0.012715300517963251,3100,Leather & Leather Products,Mid-scale revenue proxy,CPRI
0001670541,0.06416997124770939,0.0022774617191288443,,0.016469766075870862,10342000000.0,,16526000000.0,NO_BNPL_EVIDENCE,Automotive,0.08934442080835428,MEDIUM,Adient plc,CONTROL_0093,Automotive,NYSE,True,-0.004743384796589348,,23.059479110920442,23.528200735225404,True,1.4498227161919996,LOW,1,0000909832,COSTCO WHOLESALE CORP /NEW,,True,0.0016779963171955716,3714,Motor Vehicle Parts & Accessories,Large-scale revenue proxy,ADNT
0000926326,0.4614722882192252,0.03515037067151871,0.03299287699651618,0.07605534746163965,1240810000.0,,648735000.0,NO_BNPL_EVIDENCE,Electronics & Technology,0.10252173983123927,MEDIUM,"OMNICELL, INC.",CONTROL_0094,Computers & Tablets,Nasdaq,True,-0.002578983550144475,0.31878853329679807,20.939030229110696,20.290534870789784,False,0.9068164636619775,MEDIUM,1,0001045810,NVIDIA CORP,-0.0012476187114305315,True,0.04171027923463582,3571,Electronic Computers,Small-scale revenue proxy,OMCL
0000057131,0.39783575303466057,0.04857520874045163,0.07965377096019556,0.04687792566912574,1059790000.0,,1745401000.0,NO_BNPL_EVIDENCE,Home & Appliances,0.12249502259881674,MEDIUM,LA-Z-BOY INC,CONTROL_0095,Home & Appliances,NYSE,True,0.0023578832383653334,,20.781336612235826,21.28025016562789,False,0.5806882333075534,HIGH,1,0001084869,1 800 FLOWERS COM INC,0.00019097969737667575,True,0.012424901960136323,2510,Household Furniture,Small-scale revenue proxy,LZB
0000066382,0.3692542695620068,0.05726830167839922,0.08028910209324779,0.036703656465923884,1569300000.0,,2567200000.0,NO_BNPL_EVIDENCE,Home & Appliances,0.10144650481106225,MEDIUM,"MILLERKNOLL, INC.",CONTROL_0096,Home & Appliances,Nasdaq,True,-0.0015258241741847862,0.5285796214872873,21.17389549700895,21.66608164775992,False,0.36505670892937536,HIGH,1,0000719955,WILLIAMS SONOMA INC,-0.00041572378483904765,True,0.01100597886302652,2520,Office Furniture,Mid-scale revenue proxy,MLKN
0000069633,0.3722587959152074,0.08067587215925717,0.08924460439087613,0.07884764820411058,85908000.0,,102932000.0,NO_BNPL_EVIDENCE,Electronics & Technology,0.09344880569912,LOW,"NAPCO SECURITY TECHNOLOGIES, INC",CONTROL_0097,Phones & Smartwatches,Nasdaq,True,0.006630305364226706,0.17153233691856404,18.268787514166323,18.449579133995016,True,0.696915249115344,HIGH,1,0001433195,APPFOLIO INC,0.0043109022127866305,True,0.018557713327226943,3669,"Communications Equipment, NEC",Micro-scale revenue proxy,NSSC
0000851310,0.5123721930881268,-0.13837262416710253,-0.09699361743285104,-0.07659960632037176,587327000.0,,402874000.0,NO_BNPL_EVIDENCE,Electronics & Technology,0.1584432522257618,LOW,HARMONIC INC.,CONTROL_0098,Phones & Smartwatches,Nasdaq,True,0.0010227110867695253,0.5660747760617169,20.19109229253324,19.814134415937318,True,1.42313496335148,LOW,1,0001576942,"Stitch Fix, Inc.",0.0053008218677005605,True,0.0035447279621834554,3663,Radio & Tv Broadcasting & Communications Equipment,Small-scale revenue proxy,HLIT
0001096752,0.4668787006068494,-0.03498002495661095,0.1719303899452143,-0.03187253725038689,3420900000.0,,2141000000.0,NO_BNPL_EVIDENCE,Apparel & Personal Care,0.09985676284018825,HIGH,EDGEWELL PERSONAL CARE Co,CONTROL_0099,Health & Beauty,NYSE,True,-0.0020115861322899647,0.6189599228273261,21.953169511295698,21.484538846553956,False,0.4677645627398902,HIGH,1,0000109177,"Spectrum Brands Holdings, Inc.",,True,-0.023057010329678315,2844,"Perfumes, Cosmetics & Other Toilet Preparations",Mid-scale revenue proxy,EPC
0000901491,,0.0197109822596416,0.03879185108468493,-0.014037507381253792,730721000.0,,1619248000.0,NO_BNPL_EVIDENCE,Entertainment,0.03819652097038405,LOW,PAPA JOHNS INTERNATIONAL INC,CONTROL_0100,Gaming & Entertainment,Nasdaq,True,,1.0817521324828492,20.409542275913275,21.205227680886814,True,0.9714568177927807,LOW,1,0001687932,"J.Jill, Inc.",-0.005484771394342133,True,-0.002840504892780973,5812,Retail-Eating Places,Small-scale revenue proxy,PZZA
0000062234,,0.07573671236555714,0.10589868429816801,0.14791504993564453,1359186000.0,,820863000.0,NO_BNPL_EVIDENCE,Entertainment,0.015348892646039615,MEDIUM,MARCUS CORP,CONTROL_0101,Gaming & Entertainment,NYSE,True,,,21.030151828092375,20.525866783821275,True,1.122420964823339,LOW,1,0001132105,"SPORTSMAN'S WAREHOUSE HOLDINGS, INC.",-0.0008145888347824381,True,0.03381918115048757,7830,Services-Motion Picture Theaters,Small-scale revenue proxy,MCS
0001682745,,0.07036727523985162,0.21110302734720277,,1407426000.0,,448737000.0,NO_BNPL_EVIDENCE,Sports & Leisure,0.0934422129476079,MEDIUM,VERRA MOBILITY Corp,CONTROL_0102,Sports & Outdoor,Nasdaq,True,,0.7588882115294161,21.065028341107524,19.92194752798781,True,1.040590563109513,MEDIUM,1,0001324424,"Expedia Group, Inc.",,True,,4700,Transportation Services,Small-scale revenue proxy,VRRM
0001345126,0.35181444164210746,0.07939255023384566,0.031829640543257855,0.20092103873537612,1891892000.0,,1450253000.0,NO_BNPL_EVIDENCE,Home & Appliances,0.053023111255822215,MEDIUM,Compass Diversified Holdings,CONTROL_0103,Home & Appliances,NYSE,True,0.0017330361713263018,0.3837518209284674,21.360843223494403,21.095003860917167,True,0.9972295635160666,LOW,1,0001177609,"FIVE BELOW, INC",0.0006026997226068505,True,0.051723817055539745,2510,Household Furniture,Small-scale revenue proxy,CODI
0001547459,0.2668055400297311,0.008445763867883805,0.01525108175237508,0.134657243113943,327114000.0,,903582000.0,NO_BNPL_EVIDENCE,Apparel & Personal Care,0.01899643549343654,MEDIUM,"Natural Grocers by Vitamin Cottage, Inc.",CONTROL_0104,Health & Beauty,NYSE,True,-0.0026020964051345196,0.5203323611951797,19.605819291959563,20.621877422040985,False,0.7582761786088048,HIGH,1,0000919012,AMERICAN EAGLE OUTFITTERS INC,-0.0025290468205350592,True,0.01932991291613862,5411,Retail-Grocery Stores,Small-scale revenue proxy,NGVC
0001546417,0.6863599287170509,0.02776579254772421,0.039256459100719863,-0.0022988650439876635,3592683000.0,,4139389000.0,NO_BNPL_EVIDENCE,Entertainment,0.01868937504366514,LOW,"Bloomin' Brands, Inc.",CONTROL_0105,Gaming & Entertainment,Nasdaq,True,0.0011015315413766833,0.9505993153306317,22.002165114077286,22.143814029350903,True,1.2951038757412325,LOW,1,0001065088,EBAY INC,-0.0007867845131132153,True,-0.0047591120560199025,5812,Retail-Eating Places,Mid-scale revenue proxy,BLMN
0000926282,0.4170368998142496,-0.04374061705962578,-0.042042007059065876,-0.0397258456182043,545118000.0,,530061000.0,NO_BNPL_EVIDENCE,Electronics & Technology,0.13533400107866553,LOW,"ADTRAN Holdings, Inc.",CONTROL_0106,Phones & Smartwatches,Nasdaq,True,-0.0032609687835348507,0.302121742448424,20.116512842953263,20.08850265222722,True,1.7603187395125337,LOW,1,0001746618,"Revolve Group, Inc.",-0.008601660659702096,True,-0.011493502233455433,3661,Telephone & Telegraph Apparatus,Small-scale revenue proxy,ADTN
0001517396,0.48874678600669014,-0.03201932073417656,-0.02608898308334144,-0.01751718564632307,1381519000.0,,636080000.0,NO_BNPL_EVIDENCE,Electronics & Technology,0.21243573197328447,MEDIUM,STRATASYS LTD.,CONTROL_0107,Computers & Tablets,Nasdaq,True,0.016933817380115828,0.1619565130845106,21.04644945540002,20.270834899557503,False,0.3461819809828326,HIGH,1,0001526520,"TripAdvisor, Inc.",0.09577820285814706,True,-0.004217604342221767,3577,"Computer Peripheral Equipment, NEC",Small-scale revenue proxy,SSYS
0001747079,,0.10558754874561099,0.21899516792077048,,1021887000.0,,523577000.0,NO_BNPL_EVIDENCE,Entertainment,0.17867044007801253,LOW,Bally's Corp,CONTROL_0108,Gaming & Entertainment,NYSE,True,,0.7931170471881921,20.74491675510021,20.07619466437364,True,1.618175512198547,LOW,1,0001428439,"ROKU, INC",,True,,7011,Hotels & Motels,Small-scale revenue proxy,BALY
