CIK,average_gross_margin_pre,average_net_margin_pre,average_operating_margin_pre,average_revenue_growth_pre,baseline_assets,baseline_market_cap_if_available,baseline_revenue,bnpl_control_status,broad_bnpl_category,cash_to_assets_pre,category_confidence,company_name,control_id,detailed_bnpl_category,exchange,expanded_control_sample,gross_margin_pretrend,leverage_pre,log_assets_2019,log_revenue_2019,manual_review_required,match_distance,match_quality,match_rank,matched_treated_CIK,matched_treated_company,operating_margin_pretrend,preferred_control_sample,revenue_pretrend,sic_code,sic_description,size_bucket,ticker
0001019849,0.15003023464184864,0.023081113077272397,0.02894866439578189,0.0505005672987215,13942700000.0,,23179400000.0,NO_BNPL_EVIDENCE,Automotive,0.002015391566913152,HIGH,"PENSKE AUTOMOTIVE GROUP, INC.",CONTROL_0037,Automotive,NYSE,True,2.8503260025906834e-05,0.7983460879169745,23.35822191075483,23.86652979013992,True,1.112080291799752,LOW,1,0001258602,NELNET INC,-8.068939804282811e-05,True,0.013500633444064072,5500,Retail-Auto Dealers & Gasoline Stations,Large-scale revenue proxy,PAG
0001206264,0.4197972843231334,0.05354118778968791,0.10403788048701766,-0.027519403881875005,3061800000.0,,3106000000.0,NO_BNPL_EVIDENCE,Home & Appliances,0.02119668169050885,MEDIUM,SOMNIGROUP INTERNATIONAL INC.,CONTROL_0038,Home & Appliances,NYSE,True,0.0020480617012225946,0.8822914625383761,21.842268815262255,21.856601561672907,False,0.3176759267243415,HIGH,1,0000916365,TRACTOR SUPPLY CO /DE/,0.00038588711534097105,True,-0.0030251626593996717,2510,Household Furniture,Mid-scale revenue proxy,SGI
0001289460,,0.0632956376004911,0.07886944760368485,0.1147380127937213,1983565000.0,,2756163000.0,NO_BNPL_EVIDENCE,Entertainment,0.05438642040971685,LOW,"Texas Roadhouse, Inc.",CONTROL_0039,Gaming & Entertainment,Nasdaq,True,,0.5305578592080421,21.408161567737157,21.737105332035405,True,1.0595670152534848,LOW,1,0001403568,"Ulta Beauty, Inc.",-0.0007689765703606354,True,0.024929035015269736,5812,Retail-Eating Places,Mid-scale revenue proxy,TXRH
0001319161,0.4628310763951436,0.06530090161236214,0.06980567812122794,0.11475774192825157,6017000000.0,,4475000000.0,NO_BNPL_EVIDENCE,Entertainment,0.10287518697025096,MEDIUM,Warner Music Group Corp.,CONTROL_0040,Gaming & Entertainment,Nasdaq,True,-0.0024908422783460906,1.044706664450723,22.517854633184626,22.22177218867323,True,1.17341960940395,LOW,1,0001336917,"Under Armour, Inc.",0.0006484635803188311,True,0.028847073768216634,7900,Services-Amusement & Recreation Services,Mid-scale revenue proxy,WMG
0000317540,0.3491552090662966,0.008681380760361103,0.024399706177422213,0.19286981587862045,3126926000.0,,4826549000.0,NO_BNPL_EVIDENCE,Automotive,0.003074585071728592,MEDIUM,"Coca-Cola Consolidated, Inc.",CONTROL_0041,Automotive,Nasdaq,True,-0.0035835479561856605,0.8557317953798714,21.863316250287607,22.297397556485674,True,3.4,REVIEW,1,0001787117,Reformation Inc.,-0.0009073940811197286,True,0.05144754120627394,2086,Bottled & Canned Soft Drinks & Carbonated Waters,Mid-scale revenue proxy,COKE
0001521332,0.19752487698065543,-0.3255719158389849,0.1324995309413478,-0.13745702357462178,13459000000.0,,14357000000.0,NO_BNPL_EVIDENCE,Automotive,0.030611486737499072,MEDIUM,Aptiv PLC,CONTROL_0042,Automotive,NYSE,True,-0.0008862773031279446,0.7019838026599302,23.32291386419799,23.387503465091967,False,0.1302007241916893,HIGH,1,0000042582,GOODYEAR TIRE & RUBBER CO /OH/,-0.00033120412356003854,True,-0.00609559972589677,3714,Motor Vehicle Parts & Accessories,Large-scale revenue proxy,APTV
0000067347,0.16830840668348737,0.021364560443737673,0.042875246199897715,0.23359541576611087,1538000000.0,,2212700000.0,NO_BNPL_EVIDENCE,Automotive,0.027113133940182055,MEDIUM,MODINE MANUFACTURING CO,CONTROL_0043,Automotive,NYSE,True,2.514470803856449e-06,0.6481794538361508,21.153748708029863,21.51747932624116,True,3.4,REVIEW,1,0001792781,Torrid Holdings Inc.,0.002635260563350166,True,0.04647500787484714,3714,Motor Vehicle Parts & Accessories,Mid-scale revenue proxy,MOD
0000094845,0.5325935706871848,0.05751104368292038,0.0958213844242002,0.08440041119897719,4232418000.0,,5763087000.0,NO_BNPL_EVIDENCE,Apparel & Personal Care,0.22073363264214452,MEDIUM,LEVI STRAUSS & CO,CONTROL_0044,Clothing & Accessories,NYSE,True,0.002185961422905649,0.6286857772554602,22.16603929789139,22.474739105591002,False,0.6896387618104868,HIGH,1,0000320187,"NIKE, Inc.",0.00014365279353201858,True,0.019603150416878157,2300,Apparel & Other Finishd Prods of Fabrics & Similar Matl,Mid-scale revenue proxy,LEVI
0001636519,,-0.03283545016377021,-0.06065129501791212,0.13754963310766796,3763551000.0,,1631068000.0,NO_BNPL_EVIDENCE,Entertainment,0.2886561122726914,MEDIUM,Madison Square Garden Sports Corp.,CONTROL_0045,Gaming & Entertainment,NYSE,True,,0.28089535653960845,22.048628763562668,21.21250085192956,True,1.0554969952160358,LOW,1,0001397187,lululemon athletica inc.,-0.0019849801935377777,True,0.03413658732573539,7990,Services-Miscellaneous Amusement & Recreation,Small-scale revenue proxy,MSGS
0001411207,0.5124402292479222,0.2259338542097802,0.318956776710773,0.16641573992911973,4450000000.0,,2698000000.0,NO_BNPL_EVIDENCE,Automotive,0.043146067415730335,MEDIUM,Allison Transmission Holdings Inc,CONTROL_0046,Automotive,NYSE,True,0.0034997228398282653,0.8244943820224719,22.21616993312456,21.715776594731974,True,1.068102582800795,LOW,1,0001579298,"Burlington Stores, Inc.",0.007289618703394769,True,0.025257532435377303,3714,Motor Vehicle Parts & Accessories,Mid-scale revenue proxy,ALSN
0000703351,0.7441448717871666,0.04432321666446896,0.07497808525358342,-0.01532844957891578,1258300000.0,,2301400000.0,NO_BNPL_EVIDENCE,Entertainment,0.010649288722880077,LOW,"BRINKER INTERNATIONAL, INC",CONTROL_0047,Gaming & Entertainment,NYSE,True,-0.00029892343944526364,,20.953027440562195,21.556783470353633,True,2.65,REVIEW,1,0001670076,"Frontier Group Holdings, Inc.",-0.002490417783229242,True,-0.0008052170137833428,5812,Retail-Eating Places,Mid-scale revenue proxy,EAT
0001034670,0.1967178536456406,0.04546314592168257,0.0776179407006929,-0.03705388790480031,6771200000.0,,8547600000.0,NO_BNPL_EVIDENCE,Automotive,0.06567521266540642,MEDIUM,AUTOLIV INC,CONTROL_0048,Automotive,NYSE,True,-0.0008875558329377991,,22.635944160748146,22.868916378736582,True,3.4,REVIEW,1,0001792789,"DoorDash, Inc.",0.0005105046404820084,True,-0.005162613759372991,3714,Motor Vehicle Parts & Accessories,Mid-scale revenue proxy,ALV
0001023128,0.15165066540995398,0.022788083265404765,0.039204288681814206,0.13927351559389262,6083900000.0,,9403800000.0,NO_BNPL_EVIDENCE,Automotive,0.01380693305281152,HIGH,LITHIA MOTORS INC,CONTROL_0049,Automotive,NYSE,True,0.00016243575122057362,0.7587567185522445,22.528911774653476,22.96437969985235,True,3.4,REVIEW,1,0001846576,"FIGS, Inc.",2.723175936525292e-05,True,0.03282230417471259,5500,Retail-Auto Dealers & Gasoline Stations,Mid-scale revenue proxy,LAD
0001341766,0.41361568482575417,-0.09849175199016051,-0.15997979410919574,0.49896180430748477,90382236.0,,75146546.0,NO_BNPL_EVIDENCE,Automotive,,MEDIUM,"Celsius Holdings, Inc.",CONTROL_0050,Automotive,Nasdaq,True,-0.001269422931262061,0.29788206390468147,18.319558301628103,18.134950711696487,True,1.2550182675811756,LOW,1,0001701758,Lovesac Co,0.013343895955067986,True,0.09787460090748853,2086,Bottled & Canned Soft Drinks & Carbonated Waters,Micro-scale revenue proxy,CELH
0001316835,0.2539999727928178,0.018823686175824018,0.04640632384005301,0.059863922444702254,3249490000.0,,7280431000.0,NO_BNPL_EVIDENCE,Home & Appliances,0.004337911487648831,HIGH,"Builders FirstSource, Inc.",CONTROL_0051,Home Improvement,NYSE,True,0.0012702422386576702,0.7461284693905813,21.90176389789742,22.708455900699263,False,0.8059277412124352,HIGH,1,0000106640,WHIRLPOOL CORP /DE/,0.002004979183941987,True,0.057080421814965386,5211,Retail-Lumber & Other Building Materials Dealers,Mid-scale revenue proxy,BLDR
0000056047,,0.065980133374341,0.06352597467326222,0.1966110564772843,6079097000.0,,2838399000.0,NO_BNPL_EVIDENCE,Entertainment,0.004069189881326125,LOW,KIRBY CORP,CONTROL_0052,Gaming & Entertainment,NYSE,True,,,22.528122002157495,21.766505997768313,True,2.65,REVIEW,1,0001856031,Vivid Seats Inc.,-0.007325205140138616,True,0.025634003461460678,4400,Water Transportation,Mid-scale revenue proxy,KEX
0000350698,0.1600018525406812,0.0198517115788051,0.038018053874354404,-0.003917756226811592,10543300000.0,,21335700000.0,NO_BNPL_EVIDENCE,Automotive,0.0039835725057619535,HIGH,"AUTONATION, INC.",CONTROL_0053,Automotive,NYSE,True,0.0004460885147316801,,23.078756424035376,23.783647562984864,True,3.4,REVIEW,1,0001856437,Victoria's Secret & Co.,-0.00026984344396053595,True,0.0017847343964244142,5500,Retail-Auto Dealers & Gasoline Stations,Large-scale revenue proxy,AN
